val_loss,val_Dense0_loss,val_Dense1_loss,val_Dense2_loss,val_Dense3_loss,val_Dense4_loss,val_Dense0_acc,val_Dense1_acc,val_Dense2_acc,val_Dense3_acc,val_Dense4_acc,loss,Dense0_loss,Dense1_loss,Dense2_loss,Dense3_loss,Dense4_loss,Dense0_acc,Dense1_acc,Dense2_acc,Dense3_acc,Dense4_acc
51.99330139160156,0.9041049480438232,6.485176086425781,2.241267204284668,4.20286750793457,5.803188323974609,0.775390625,0.00390625,0.0,0.0,0.001953125,55.23158645629883,1.4061462879180908,6.459529399871826,1.9937071800231934,4.238519668579102,5.817343711853027,0.169921875,0.0,0.037109375,0.009765625,0.001953125
