,Beh_Mic,Beh_Mac,His_Mic,His_Mac,Lat_Mic,Lat_Mac,Site_Mic,Site_Mac,Subs_Mic,Subs_Mac
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.810546875,0.22408207343412526,0.001953125,0.000771604938271605,0.0,0.0,0.001953125,0.00010259567046270647,0.0,0.0
